### var1 :  probe_sc_eta 
### var2 :  probe_sc_et 
  +0.000	  +0.800	 +40.000	 +50.000	0.979	0.001	0.986	0.001	0.977	0.980	0.986	0.986
  +0.800	  +1.444	 +40.000	 +50.000	0.980	0.001	0.984	0.001	0.977	0.981	0.984	0.984
  +1.444	  +1.566	 +40.000	 +50.000	0.865	0.004	0.907	0.001	0.860	0.867	0.907	0.913
  +1.566	  +2.000	 +40.000	 +50.000	0.972	0.001	0.977	0.001	0.969	0.975	0.977	0.977
  +2.000	  +2.500	 +40.000	 +50.000	0.932	0.002	0.945	0.001	0.929	0.935	0.945	0.946
  -2.500	  -2.000	 +50.000	+200.000	0.945	0.003	0.931	0.001	0.931	0.951	0.929	0.935
  -2.000	  -1.566	 +50.000	+200.000	0.964	0.003	0.974	0.001	0.956	0.967	0.973	0.974
  -1.566	  -1.444	 +50.000	+200.000	0.801	0.006	0.866	0.002	0.777	0.821	0.864	0.853
  -1.444	  -0.800	 +50.000	+200.000	0.974	0.002	0.985	0.001	0.967	0.976	0.985	0.985
  -0.800	  +0.000	 +50.000	+200.000	0.972	0.001	0.987	0.001	0.969	0.977	0.987	0.987
  +0.000	  +0.800	 +50.000	+200.000	0.978	0.001	0.987	0.001	0.973	0.981	0.987	0.987
  +0.800	  +1.444	 +50.000	+200.000	0.971	0.002	0.985	0.001	0.968	0.978	0.986	0.986
  +1.444	  +1.566	 +50.000	+200.000	0.808	0.007	0.871	0.002	0.810	0.970	0.869	0.861
  +1.566	  +2.000	 +50.000	+200.000	0.957	0.003	0.978	0.001	0.954	0.975	0.978	0.978
  +2.000	  +2.500	 +50.000	+200.000	0.938	0.003	0.950	0.001	0.914	0.944	0.950	0.952
